,0,1,2,3,4,5,6,7,8,9,10,11
759,458,No more Joey and Chan’s.,Joey,3,2,47,1,6,2,"00:13:43,781","00:13:45,532",47_1_test
760,2653,"I’m just saying, get his number just in case.",Phoebe,0,0,263,4,7,18,"00:04:14,128","00:04:16,797",263_4_train
761,454,I stepped in something icky.,Phoebe,4,1,46,7,3,14,"00:12:42,720","00:12:46,306",46_7_test
762,4069,What do you like better action or comedy?,Joey,0,0,415,6,5,22,"0:06:40,149","0:06:41,501",415_6_train
763,1633,"Honey, what’s the matter?",Monica,0,0,166,1,3,11,"0:02:41,451","0:02:42,293",166_1_train
764,98,"Oh, you know, the usual, teaching aerobics, partying way too much.",Jade,0,0,9,1,2,5,"00:01:54,948","00:02:01,203",9_1_train
765,8032,No! No! No! No——one can beat me.,Chandler,6,2,809,14,6,6,"00:09:13,761","00:09:18,974",809_14_train
766,9837,"Oh, sorry.",Rachel,0,0,978,7,3,6,"00:22:21,757","00:22:23,591",978_7_train
767,10093,All right fine! This looks like so much fun.,Phoebe,0,0,1006,3,6,18,"00:19:55,944","00:20:00,656",1006_3_train
768,2947,"Ross, you remember Susan.",Carol,0,0,296,2,1,2,"0:14:44,758","0:14:46,690",296_2_train
769,649,"Oh, me too.",Carol,0,0,62,5,6,16,"00:01:31,132","00:01:33,258",62_5_dev
770,3884,"Liam, do me a favour. Tell the lads to go easy on Ross, it’s his first time.",Emily,0,0,393,2,4,15,"00:12:25,536","00:12:30,665",393_2_train
771,9048,"Folks, when we come back we'll be talking about her new book, 'Euphoria Unbound': the always interesting Nora Tyler Bing.",Jay Leno,0,0,905,5,1,11,"00:02:51,629","00:02:58,677",905_5_train
772,168,"I mean, we're scientists, right?",Ross,0,0,15,19,9,23,"0:43:31,066","0:43:32,788",15_19_train
773,7957,Oh my God! I do love you! How did you do it?!,Phoebe,4,1,802,1,8,10,"00:21:24,199","00:21:27,952",802_1_train
774,8409,Did I use that already today? I’m sorry.,Phoebe,3,2,842,6,7,15,"00:06:33,226","00:06:36,144",842_6_train
775,6628,"I'm right, right?",Chandler,0,0,658,8,1,20,"00:02:02,622","00:02:04,039",658_8_train
776,464,Something wrong?,Monica,0,0,43,5,3,19,"00:21:52,936","00:21:54,145",43_5_train
777,1760,"You’re an Aquarius, huh?",Policeman,0,0,179,1,7,22,"0:13:31,995","0:13:34,073",179_1_train
778,1614,"Okay, look, just do it gently.",Chandler,0,0,166,6,9,1,"00:16:02,628","00:16:04,963",166_6_test
779,8450,"Yeah, you hang in there Teddy!",Joey,6,2,844,13,4,11,"0:18:10,965","0:18:12,819",844_13_train
780,2512,Oh wow! I’m free for her!,Mike,4,1,253,6,4,10,"00:05:55,063","00:05:56,730",253_6_test
781,1681,Was that story over?,Phoebe,0,0,169,19,8,2,"00:12:46,849","00:12:48,641",169_19_test
782,948,Monica? You gonna be very proud of me. I just got us dates with two unbelievably cute nurses.,Rachel,4,1,95,0,5,3,"00:04:00,782","00:04:04,409",95_0_train
783,7735,She does want to.,Ross,0,0,777,12,6,11,"0:16:06,757","0:16:07,884",777_12_train
784,3731,They don't see all the good stuff and all the sweet stuff.,Phoebe,3,2,372,9,1,13,"00:19:37,342","00:19:40,845",372_9_train
785,2181,I am. I'm,Monica,0,0,221,2,1,2,"00:14:35,624","00:14:37,876",221_2_test
786,648,"Oh, I know.  Y’know, just-just talking about it is getting me kinda",Ross,0,0,62,4,6,16,"00:01:23,124","00:01:30,964",62_4_dev
787,2484,"Yeah, well, I had a great time with you.. I just can't stand your friends.",Alan,0,0,251,4,1,3,"0:21:25,664","0:21:31,884",251_4_test
788,840,I can't wait to be with you!,Monica,4,1,92,0,5,11,"00:12:22,658","00:12:24,951",92_0_test
789,5127,"Oh, it's not!",Phoebe,0,0,520,3,7,8,"0:04:23,304","0:04:24,139",520_3_train
790,23,"Yeah, sure!",Rachel,0,0,1,8,9,23,"0:36:59,425","0:37:01,439",1_8_train
791,2148,Bye Phoebe.,David,0,0,215,9,7,11,"00:19:22,578","00:19:24,245",215_9_test
792,689,You need to y’know make sure I don’t have any horrible scars or tattoos.,Joey,0,0,71,9,7,19,"00:20:33,357","00:20:36,984",71_9_test
793,9064,Why does my cinamon stick have an eraser?,Monica,1,2,906,4,1,15,"00:00:15,348","00:00:17,975",906_4_train
794,9151,"Uh yeah, right here.",Joey,0,0,913,14,5,10,"00:09:11,092","00:09:12,759",913_14_train
795,5023,Okay. Just give us a second. Ross!,Rachel,0,0,509,0,8,23,"00:01:10,934","00:01:14,687",509_0_train
796,6716,Oh! I knew it! I knew it! I felt really thick this morning.,Phoebe,4,1,665,1,4,12,"00:05:40,590","00:05:43,300",665_1_train
797,854,"Oh, Chandler, Wayne.",Joey,0,0,93,8,6,21,"0:19:08,480","0:19:09,792",93_8_test
798,1962,It-it is broken!,Ross,6,2,196,16,5,4,"0:16:04,859","0:16:05,227",196_16_test
799,9437,I think on some levels she already knows.,Phoebe,0,0,940,8,3,6,"00:02:23,059","00:02:29,648",940_8_train
800,519,Give it. Give it.,Monica,0,0,48,4,3,8,"00:06:21,631","00:06:23,090",48_4_dev
801,7917,How are you?,Monica,0,0,797,2,1,21,"00:17:42,561","00:17:44,187",797_2_train
802,7692,"You’re not dying Hope, you’re gonna live a long, healthy life. With me.",Dr. Drake Remoray,4,1,772,7,6,15,"00:20:47,037","00:20:52,583",772_7_train
803,2973,"No, you have to let me in right now!!",Phoebe,4,1,297,6,4,20,"00:09:05,962","00:09:08,213",297_6_train
804,565,Alright. Phoebe?,Monica,0,0,54,0,1,4,"0:00:03,420","0:00:04,382",54_0_dev
805,2339,"Eight and a half hours of aptitude tests, intelligence tests, personality tests... and what do I learn?",Chandler,5,2,237,5,1,15,"00:07:32,785","00:07:40,333",237_5_test
806,8292,Why is your family,Chandler,0,0,833,1,7,15,"00:07:44,839","00:07:47,591",833_1_train
807,9785,Do you think breaking up with him was a huge mistake?,Monica,3,2,973,11,3,1,"00:13:14,084","00:13:26,387",973_11_train
808,461,"By the way, Ross dropped by a box of your stuff.",Monica,0,0,43,2,3,19,"00:21:41,258","00:21:43,718",43_2_train
809,7272,Check it out.  How much of a man am I?!,Joey,4,1,725,2,7,22,"00:15:49,865","00:15:58,998",725_2_train
810,5844,"All right. Uhh, international.",Ross,0,0,591,3,5,7,"00:12:10,312","00:12:11,896",591_3_train
811,5244,What are you doing here?!,Phoebe Sr,1,2,530,1,3,25,"0:18:58,068","0:18:59,697",530_1_train
812,1117,"Umm, about that-that-that last move where the woman tripped you and then pinned you to the floor, what-what-what-what would you do next?",Ross,2,2,117,5,6,17,"00:19:15,320","00:19:20,074",117_5_test
813,758,Yeah! You can hook it up to your TV,Rachel,4,1,71,4,7,13,"00:13:26,514","00:13:29,015",71_4_dev
814,467,I know. You're the guy who wouldn't chip in for the handyman.,The Hot Girl,3,2,44,0,5,17,"00:13:12,416","00:13:15,835",44_0_dev
815,4849,"Yeah, we are definitely on Route 27.",Rachel,0,0,496,0,3,17,"00:13:34,438","00:13:37,440",496_0_train
816,7390,"Oh, it even has a tree with a broken limb out front and the uh, the window in the attic is…Oh my God!",Ross,1,2,738,4,7,13,"00:02:00,829","00:02:10,796",738_4_train
817,1464,"Yes, exactly!",Ross,4,1,151,1,6,1,"00:12:21,365","00:12:22,657",151_1_train
818,7694,Okay!,Rachel,4,1,772,9,6,15,"00:20:59,216","00:21:00,716",772_9_train
819,3572,Did you tell the doctor you did it jumping up and down on your bed?,Rachel,0,0,356,8,3,3,"00:01:33,176","00:01:36,095",356_8_train
820,9147,"All right, all we need is a little lighter fluid.",Joey,0,0,913,10,5,10,"00:08:57,161","00:09:00,413",913_10_train
821,1590,"Ohh, yeah she really would’ve wanted to be there.",Ross,3,2,163,6,8,18,"00:21:32,028","00:21:36,700",163_6_test
822,1412,"Well, don’t ‘cha wanna?",Monica,0,0,146,4,3,14,"0:11:51,127","0:11:52,128",146_4_train
823,1644,"And-and when she comes in hopefully, she won’t recognise you because, well, why would she?",Joey,0,0,168,1,4,22,"00:15:32,765","00:15:38,061",168_1_test
824,1013,Really?,Kristen,1,1,103,2,8,4,"00:09:34,240","00:09:38,034",103_2_train
825,3719,"Fraid so. Brown hair, green eyes...",Monica,0,0,371,9,3,3,"00:19:51,315","00:19:54,275",371_9_train
826,8763,"I'm not saying that you shouldn’t have a bag, I just—it's just there are other bags that are a little less umm,  controversial.",Rachel,0,0,874,14,5,13,"00:21:48,390","00:21:59,275",874_14_train
827,7350,"Oh, hey, man I know, doesn’t matter how much we love ‘em, monogamy is too cruel a rule.",Issac,0,0,735,7,3,16,"00:09:02,041","00:09:07,546",735_7_train
828,121,Nooo! Nooooo! You lent me Monica's earrings?! I'm not allowed to borrow her stuff!,Rachel,6,2,11,10,5,19,"00:05:57,315","00:06:03,570",11_10_dev
829,5970,Wow! It looks like the Easter Bunny’s funeral in here.,Rachel,1,1,603,9,7,10,"00:20:55,963","00:20:58,422",603_9_train
830,433,"Check it out, he’s winning!  Pete’s winning!",Joey,1,1,37,3,3,24,"00:22:09,369","00:22:10,995",37_3_dev
831,458,"She’s still in there enjoying her fake party and uh, it’s too late to do any of the things I had planned, so",Ross,0,0,41,2,4,16,"00:18:14,927","00:18:21,808",41_2_dev
832,1367,Somebody went to college. Wow.  What is it? I’m sorry.,Phoebe,1,2,140,2,8,24,"00:03:58,184","00:04:06,150",140_2_train
833,213,Didn’t you sleep together?,Phoebe,0,0,20,10,7,7,"0:11:11,629","0:11:12,811",20_10_train
834,4737,"You know, ever since I had that dream about him, and can't    get it out of my head!",Rachel,4,1,481,2,9,20,"00:02:00,900","00:02:04,445",481_2_train
835,9814,"Oh, no no no no. Oh no no no no. I have to do this to her?",Rachel,2,2,976,12,2,6,"00:05:48,598","00:05:52,434",976_12_train
836,9999,We have no choice!,Emily,6,2,996,9,4,23,"00:11:30,481","00:11:31,981",996_9_train
837,3438,"All right. Chandler, you can either spin the wheel or pick a Google card.",Joey,0,0,342,9,8,20,"00:07:52,919","00:07:56,672",342_9_train
838,3181,Hey!,Joey,4,1,317,6,7,11,"0:03:51,750","0:03:52,581",317_6_train
839,225,"My son is being born, and I should be in there, you know, instead of stuck in a closet with you.",Ross,6,2,19,4,1,23,"00:14:27,116","00:14:32,161",19_4_dev
840,1309,"Yeah, I’m fine.",Rachel,3,2,132,4,3,15,"00:16:20,604","00:16:22,772",132_4_train
841,6436,Here I am.,Chandler,0,0,643,1,7,8,"0:14:33,414","0:14:34,216",643_1_train
842,4448,"Yeah, I mean I was up sick all night.",Rachel,0,0,452,1,8,12,"0:16:01,710","0:16:05,089",452_1_train
843,5454,Hey! Remember when I had corneas?,Chandler,6,2,548,5,9,23,"0:27:49,339","0:27:50,185",548_5_train
844,628,"Yes, I did. Thank you very much, it was excellent.",Rachel,4,1,66,2,5,23,"00:21:53,603","00:21:58,524",66_2_test
845,1910,"Hey honey, you got the kind with the little girl, you said we were gonna to get the kind with the baby.",Chandler,6,2,192,0,6,21,"00:07:52,889","00:07:57,142",192_0_test
846,6844,"And we’ll need to have witnesses who can testify that you were not of uh, sound mind.",Russell,0,0,673,15,6,2,"00:16:04,964","00:16:09,384",673_15_train
847,69,"Yeah, it’s two guys in a ring, and the rules are: “They’re",Chandler,0,0,7,3,3,24,"00:03:33,129","00:03:37,341",7_3_test
848,914,"Uh, well yeah-yeah, I've got all of that going on.",Joey,0,0,97,6,5,22,"00:21:00,926","00:21:02,802",97_6_test
849,6053,Thank you.,Ross,0,0,608,3,1,7,"0:20:58,674","0:20:59,526",608_3_train
850,1304,A doctor at this hospital?,Nurse,1,2,132,9,8,23,"00:14:44,038","00:14:48,042",132_9_test
851,8915,"He teaches a course on food criticism at the New School, so before we go to the movies I wanna go by there and make him try my bouillabaisse again.",Monica,0,0,892,13,8,21,"00:04:26,350","00:04:33,816",892_13_train
852,2478,"Very cold, hard, unyielding, y'know nothing,",Phoebe,0,0,250,8,3,14,"00:03:35,798","00:03:44,556",250_8_test
853,8872,Huh?,Ross,0,0,888,8,4,15,"0:16:42,251","0:16:42,473",888_8_train
854,378,I was wondering if you would consider coaching me for it?,Student,0,0,38,2,3,7,"00:13:28,349","00:13:30,892",38_2_test
855,9061,And a nice hot cider for Monica.,Rachel,0,0,906,1,1,15,"00:00:08,925","00:00:11,677",906_1_train
856,1508,Oh my God.,Rachel,1,2,155,3,3,15,"0:12:32,632","0:12:32,632",155_3_test
857,273,Who knows?,Joey,0,0,26,3,5,18,"00:09:51,882","00:09:53,508",26_3_train
858,109,Oh my god. You are pure evil.,Ross,5,2,9,12,2,5,"00:02:52,547","00:02:55,299",9_12_train
859,4553,"It wasn’t on your list, but hopefully you’ll think it’s really fun.",Tag,0,0,464,2,7,14,"00:10:53,903","00:10:56,529",464_2_train
860,5321,I went to one where I wore a band uniform they had to have specially made.,Monica,3,2,536,4,4,2,"0:07:34,662","0:07:38,834",536_4_train
861,654,"Yeah! And! And, it was the easiest 400 bucks I’ve ever made.",Ross,4,1,63,4,8,18,"00:19:54,222","00:19:57,351",63_4_dev
862,361,"Push, push!",All,0,0,35,0,1,23,"0:17:05,983","0:17:07,944",35_0_test
863,2468,"I’m a lady Monica, I don’t kiss and tell. But this hickey speaks for itself.",Phoebe,4,1,245,5,7,18,"00:07:06,384","00:07:11,638",245_5_train
864,8693,Mark's a genius!,Joey,1,1,869,0,3,12,"00:12:31,667","00:12:33,001",869_0_train
865,157,Bye!,Joey,0,0,15,4,5,20,"0:13:24,929","0:13:26,873",15_4_test
866,277,Hi.,Phoebe,0,0,27,1,8,20,"0:12:28,861","0:12:29,628",27_1_test
867,4229,"That's fine, just don't bring it in my mouth.",Phoebe,5,2,431,18,5,2,"00:15:29,011","00:15:31,763",431_18_train
868,5185,Hey! Hey!!,Joey,1,2,524,16,3,10,"00:08:21,626","00:08:23,418",524_16_train
869,2484,You’re gonna have to tell me how you did that.,Rachel,0,0,246,4,8,8,"00:17:35,763","00:17:37,555",246_4_train
870,2020,"Yeah, we ended up spending the day together and had such a great time!",Rachel,4,1,202,5,7,7,"00:06:00,651","00:06:04,696",202_5_test
871,74,She’ll drive us totally crazy.,Ross,5,2,7,8,8,20,"0:15:27,414","0:15:28,999",7_8_dev
872,2832,"Hey uh, is it okay to come in?",Joey,0,0,285,0,9,1,"00:08:07,361","00:08:10,071",285_0_train
873,1767,Sagittarius?,Rachel,0,0,179,8,7,22,"0:13:42,071","0:13:42,155",179_8_train
874,4872,What is the matter with your face?!,Monica,1,2,498,4,7,5,"0:07:26,757","0:07:29,417",498_4_train
875,3946,"What? No, I want to watch this. . Did your cable go out?",Chandler,4,1,404,1,6,12,"00:02:33,778","00:02:42,578",404_1_train
876,4896,"Yeah, I locked him years ago!",Phoebe,4,1,499,17,6,25,"00:05:15,440","00:05:17,107",499_17_train
877,7713,What?,Rachel,1,2,774,9,2,4,"00:01:21,414","00:01:22,956",774_9_train
878,5912,Hey sweetie!,Monica,4,1,597,0,6,14,"0:12:49,824","0:12:50,706",597_0_train
879,1052,"Oh that’s not important. The point is, I really—I think everything’s gonna be okay.",Rachel,0,0,108,6,8,17,"00:12:02,096","00:12:13,314",108_6_train
880,783,"Well yeah, don’t-don’t you think it’s a she?",Joey,0,0,73,7,3,21,"00:08:20,458","00:08:23,919",73_7_train
881,4082,"I know, but I’m a neurologist.",Joey,0,0,418,2,8,23,"00:17:38,462","00:17:41,548",418_2_train
882,1051,"I also have to find a new video store, a new bank, a new adult bookstore, a new grocery store",Phoebe,5,2,112,3,8,17,"00:17:41,518","00:17:46,355",112_3_test
883,2917,"So do you think uh, Joey’s more charming than me?",Chandler,0,0,293,9,6,21,"00:13:25,054","00:13:27,639",293_9_train
884,6151,Awww! Mel Torme died.,Joey,3,2,616,0,7,11,"00:05:55,188","00:05:59,191",616_0_train
885,4044,Oh. What do you do?,Joey,1,2,412,16,4,2,"00:05:11,102","00:05:15,647",412_16_train
886,6941,"Oh, poor little Tooty is scared to death. We should find his owner.",Phoebe,3,2,681,2,1,7,"00:13:30,017","00:13:33,269",681_2_train
887,194,"All right, look, here’s the bottom line Ross, this is fixable, if we act fast, okay.",Rachel,0,0,17,22,3,7,"00:14:30,536","00:14:35,164",17_22_test
888,8842,Pregnant Woman Slays Four?,Chandler,2,2,886,15,4,17,"00:13:58,128","00:14:00,004",886_15_train
889,940,"Phoebe, don’t get upset!",Monica,3,2,88,3,8,14,"00:01:18,320","00:01:19,960",88_3_dev
890,594,"So you tell your great-great-granddaughter to look me up, because Adrienne, baby, I’m gonna want to meet her.",Joey,0,0,56,15,3,22,"00:21:11,823","00:21:26,534",56_15_dev
891,784,"I don’t know.  I can’t tell, what ever it was went back in too quickly.",Chandler,0,0,73,8,3,21,"00:08:24,795","00:08:38,392",73_8_train
892,1684,People have got to finish their stories!,Monica,6,2,169,22,8,2,"00:13:03,449","00:13:06,367",169_22_test
893,2467,And did he?,Monica,0,0,245,4,7,18,"00:07:06,384","00:07:09,136",245_4_train
894,1514,"Bing! We’re all set for tonight, 8 o’clock.",Doug,4,1,156,0,8,11,"00:10:35,092","00:10:38,053",156_0_test
895,7670,‘Kay!,Chandler,0,0,771,3,5,1,"00:15:11,076","00:15:12,410",771_3_train
896,4993,I don't know.,Monica,0,0,507,11,1,22,"00:06:01,527","00:06:02,694",507_11_train
897,9200,"Look, I just saw my best friends brains smeared across the canvas, that’s not gonna be me, not me.",Student,3,2,920,0,3,7,"00:16:48,215","00:16:56,472",920_0_train
898,8710,He paints quite a picture doesn't he?,Chandler,0,0,869,17,3,12,"00:13:40,611","00:13:43,279",869_17_train
899,9575,"Oh, please!",Phoebe,5,2,952,5,8,19,"00:18:55,218","00:18:56,803",952_5_train
900,695,Okay!,Rachel,4,1,72,1,8,23,"0:19:18,145","0:19:18,646",72_1_test
901,4882,That’s what makes it so easy for me to be 80% happy for Monica and Chandler!,Rachel,4,1,499,3,6,25,"00:04:47,912","00:04:52,124",499_3_train
902,9179,Y’know what?,Chandler,0,0,917,0,8,16,"00:15:08,449","00:15:10,909",917_0_train
903,8717,"Yeah. Tell ya what, let’s not invite any of the anthropologists, only the dinosaur dudes!",Ross,0,0,870,5,4,22,"00:04:59,173","00:05:01,800",870_5_train
904,3054,"Hey, what are you guys doing tomorrow night?",Chloe,0,0,305,8,3,15,"00:03:09,272","00:03:11,481",305_8_train
905,1868,"Oh don't be sorry, that's part of your job here to give your opinions and then I take credit for them--I'm kidding.",Kim,0,0,187,2,5,18,"00:05:05,680","00:05:11,82",187_2_test
906,7361,Fine. I just need to know that you’re not gonna tell your sister.,Ross,0,0,735,18,3,16,"00:09:38,661","00:09:42,080",735_18_train
907,869,Phoebe! I can't believe you gave them money! I thought you agreed it was totally unreasonable that they asked me for that money!,Ross,1,2,95,4,5,15,"00:13:16,253","00:13:23,218",95_4_test
908,9283,Yeah.,Monica,0,0,928,2,3,13,"0:02:18,096","0:02:19,148",928_2_train
909,8535,"You look strong, why don’t I take that and you grab one of the boxes.",Kristen,0,0,851,19,7,17,"00:06:16,084","00:06:18,710",851_19_train
910,774,Here!,Joey,6,2,72,14,5,11,"0:11:50,751","0:11:52,943",72_14_dev
911,9522,Human spleeeen.,Phoebe,0,0,948,2,9,19,"00:06:33,352","00:06:37,231",948_2_train
912,4688,"Okay, I hear you! Are you capable of talking about any thing else?",Phoebe,5,2,477,10,3,24,"00:14:46,427","00:14:49,637",477_10_train
913,2387,Much!,Joey,4,1,241,2,7,22,"0:20:56,719","0:20:58,501",241_2_test
914,7939,Did you tell him about my thquirt gun idea?,Ross,0,0,799,3,2,6,"00:09:47,336","00:09:49,337",799_3_train
915,7191,"Right, oh yeah.",Phoebe,0,0,717,3,3,24,"0:17:20,205","0:17:21,547",717_3_train
916,4951,What?!,Joey,1,1,504,11,8,9,"0:21:44,344","0:21:44,696",504_11_train
917,6470,"Okay, the reason why I asked you guys out to brunch today is because I have been doing some thinking about who should be my maid of honor.",Monica,0,0,646,0,7,6,"00:00:02,794","00:00:08,549",646_0_train
918,2704,Uhh….,Joey,0,0,271,8,5,15,"00:15:35,559","00:15:36,601",271_8_train
919,5320,"You went to one where you were popular, and you got to ride off Chip’s motorcycle, and wear his letterman jacket.",Monica,0,0,536,3,4,2,"00:07:28,114","00:07:34,494",536_3_train
920,937,I don’t know. Should we try it?,Chandler,0,0,99,5,3,21,"00:22:09,453","00:22:14,915",99_5_test
921,830,About what?,Monica,0,0,81,1,1,7,"0:11:38,155","0:11:40,950",81_1_train
922,184,We’re so sorry.,Whitney,3,2,16,10,7,5,"00:20:23,388","00:20:25,348",16_10_dev
923,10394,"And then when they do it, they’re left with a big black pencil line right down the center of their face.",Rachel,0,0,1029,12,7,16,"00:04:34,274","00:04:39,611",1029_12_train
924,9008,What is the thing?,Chandler,3,2,901,13,3,8,"00:07:39,625","00:07:41,668",901_13_train
925,8961,"Oh, but it’s made her so happy.",Monica,6,2,897,0,4,2,"00:11:21,055","00:11:25,058",897_0_train
926,3758,We just want to be together.,Woman,4,1,374,14,8,3,"00:15:59,792","00:16:02,043",374_14_train
927,58,"Listen, I’m ah, I’m sorry I’ve been so crazy and jealous and, it’s just that I like you a lot, so...",Ross,3,2,4,11,3,11,"00:20:44,284","00:20:53,584",4_11_train
928,9704,You're nose is bleeding!,Ross,1,2,964,6,5,5,"0:06:57,876","0:06:58,016",964_6_train
929,10147,Allll done!,Rachel,0,0,1010,6,3,25,"0:07:17,979","0:07:19,201",1010_6_train
930,5213,"Yeah, um, okay see, you were, you were on the list but my friend, Chandler  brought up the very good point that you are international, so I bumped you for Wynona Rider, local.",Ross,0,0,526,17,3,5,"00:21:03,262","00:21:09,433",526_17_train
931,1303,"Sorry, Pheebs.",Monica,3,2,131,1,3,14,"00:21:21,989","00:21:24,532",131_1_train
932,7579,"Or, else you're pretending that you're seeing somebody, which just makes you so pathetic that I could start crying right here in the cereal aisle.",Janice,5,2,759,13,3,4,"00:17:31,425","00:17:37,513",759_13_train
933,6174,"Oh, sure. Now. But what happens when he meets somebody else and gets married?",Janice,0,0,619,4,8,24,"00:14:41,243","00:14:46,707",619_4_train
934,3699,"Hey, I didn’t make up the rules.",Chandler,0,0,367,12,6,6,"0:14:11,742","0:14:11,994",367_12_train
935,28,"Ross, didn't you say that there was an elevator in here?",Rachel,0,0,2,1,5,16,"00:07:27,655","00:07:30,574",2_1_test
936,5793,Yeah.  Hi Mark!,Rachel,1,1,587,0,3,11,"00:20:57,381","00:20:58,631",587_0_train
937,2250,"Do you uh, do you—ready for a refill?",Joey,0,0,229,3,6,16,"00:02:47,750","00:02:53,397",229_3_test
938,10065,"Oh my God, what a great surprise! This is such a beautiful house.",Rachel,4,1,1004,1,6,22,"00:09:15,846","00:09:19,724",1004_1_train
939,4719,"Yeah, I’ve always hated that Howie.",Chandler,5,2,479,7,6,18,"00:08:31,469","00:08:34,513",479_7_train
940,1128,"Oh, I was kinda hoping that was it.",Phoebe,3,2,108,8,5,3,"00:05:46,554","00:05:48,555",108_8_dev
941,9252,"If this is about those prank memos, I had nothing to do with them.",Chandler,0,0,925,4,1,15,"0:01:41,059","0:01:43,788",925_4_train
942,2231,"Monica, number one, I don’t think Ben understands the concept of bribery, and number two, I...   What?!",Rachel,1,2,227,1,3,8,"00:12:11,939","00:12:19,154",227_1_test
943,9703,What?,Rachel,0,0,964,5,5,5,"0:06:55,915","0:06:57,876",964_5_train
944,7407,I have to get back to,Joey's Hand Twin,0,0,739,5,5,24,"0:09:03,501","0:09:04,463",739_5_train
945,8686,That’s right! That’s right!,Ross,4,1,867,5,7,16,"0:06:16,813","0:06:18,519",867_5_train
946,1209,You'd better hope not because I just read what you put on your    page today.,Ross,6,2,123,8,9,17,"00:05:27,231","00:05:29,484",123_8_train
947,4495,"When I went there on what would have been our honeymoon, it was, uh... it was really nice.",Barry,3,2,457,7,1,20,"00:07:07,969","00:07:14,266",457_7_train
948,5939,Mine stole my newspaper! It’s like a,Ross,6,2,599,10,7,9,"00:05:14,689","00:05:18,066",599_10_train
949,3816,Oh hello.,Phoebe,0,0,384,0,8,17,"00:10:04,103","00:10:06,103",384_0_train
950,3033,I don’t have time for this.,Phoebe,6,2,303,0,2,5,"00:11:10,795","00:11:12,921",303_0_train
951,9473,"Oh, I wanna quit, but then I think I should stick it out, then I think why would such a person stay in such a demeaning job, just because it’s remotely related to the field they’re interested in.",Rachel,3,2,945,2,3,11,"00:04:42,740","00:04:50,872",945_2_train
952,2545,"Hey dad, what's up?  Oh God. Ross, it's Nana.",Monica,3,2,255,8,1,8,"00:03:40,136","00:03:47,976",255_8_test
953,2909,What am I going to do?,Joey,2,2,293,2,6,21,"00:12:56,025","00:12:58,026",293_2_train
954,7387,Yeah?,Ross,0,0,738,1,7,13,"0:01:56,366","0:01:58,548",738_1_train
955,2778,So you like the drums!,Phoebe,4,1,278,1,7,10,"00:07:50,094","00:07:52,179",278_1_train
956,4233,Oh it’s all right.,Rachel,0,0,433,1,8,24,"00:17:17,065","00:17:18,066",433_1_train
957,7663,"We're supposed to uh, be spending a romantic weekend together, it-it, what is the matter with you?",Monica,6,2,770,14,5,5,"00:09:07,547","00:09:13,176",770_14_train
958,3337,Doctor? Wow! I didn’t know he had a nickname.,Joey,1,1,333,2,4,11,"00:10:20,870","00:10:23,955",333_2_train
959,5345,"Ooh, Phoebe’s here! Okay, let’s turn out all the lights and we’ll just watch the movie!",Rachel,4,1,538,4,6,11,"00:08:58,663","00:09:01,373",538_4_train
960,4913,A little.,Tag,0,0,501,10,7,5,"0:12:14,650","0:12:15,362",501_10_train
961,7471,"Yes, it was! It was him! Uh huh!  Okay, it was me!",Phoebe,6,2,745,11,3,4,"00:02:26,980","00:02:37,739",745_11_train
962,888,Wow!,Joey,1,1,82,14,6,21,"0:10:26,626","0:10:27,338",82_14_dev
963,8155,Oh! You got it?!,Phoebe,3,2,820,4,7,19,"00:00:16,891","00:00:18,892",820_4_train
964,10053,Gotcha.,Joey,0,0,1003,1,3,6,"00:12:01,429","00:12:02,595",1003_1_train
965,7217,"Joey, please!",Ross,2,2,720,0,5,7,"00:09:18,558","00:09:19,849",720_0_train
966,3948,"Joey, why is your cable out?",Chandler,3,2,404,3,6,12,"00:02:50,086","00:02:51,336",404_3_train
967,890,Yeah.,Ross,3,2,87,3,1,5,"0:22:00,075","0:22:00,532",87_3_train
968,6574,"And I will cook anything you want in here , and do anything in there!",Chandler,2,2,654,2,6,17,"00:20:11,043","00:20:18,633",654_2_train
969,3237,Including me?,Monica,1,1,320,16,6,16,"0:21:12,521","0:21:13,413",320_16_train
970,10445,"Uh, hang out?! How long?",Joey,3,2,1036,8,5,22,"00:19:42,723","00:19:44,640",1036_8_train
971,1300,"I’m sorry, that information is restricted to hospital staff",Nurse,0,0,132,5,8,23,"00:14:29,273","00:14:32,067",132_5_test
972,2287,"Oh wow, you look great! Glad you could make it.",Danny,4,1,226,1,5,7,"00:18:33,403","00:18:35,530",226_1_train
973,7595,Fine!,Rachel,6,2,761,7,2,13,"0:11:36,112","0:11:36,954",761_7_train
974,1889,"What do you think of the Abbey, Chandler?",Joey,0,0,189,5,4,23,"00:06:50,993","00:06:53,036",189_5_test
975,2379,‘Cos I was gonna say there’s no way you could’ve done the end the way you guys did it back then!,Rachel,4,1,235,3,6,10,"00:21:14,064","00:21:23,781",235_3_train
976,1676,"Oh right, right.",Joey,0,0,170,5,3,6,"00:12:53,522","00:12:54,731",170_5_train
977,6888,Hi.,Chandler,0,0,678,1,3,5,"0:04:18,561","0:04:19,181",678_1_train
978,1114,Thanks.,The Instructor,0,0,117,2,6,17,"0:19:03,855","0:19:05,067",117_2_test
979,5532,What do I do?,Joey,1,1,556,6,8,16,"00:09:58,507","00:09:59,891",556_6_train
