,0,1,2,3,4,5,6,7,8,9,10,11
1938,2050,Alright. Let's talk reality for a second.,Joanne,neutral,neutral,204,2,1,4,"0:07:40,293","0:07:43,380",204_2_train
1939,2051,Okay.,Rachel,neutral,neutral,204,3,1,4,"0:07:43,380","0:07:44,064",204_3_train
1940,2052,When are you coming home?,Joanne,neutral,neutral,204,4,1,4,"00:07:44,172","00:07:46,506",204_4_train
1941,2053,"What? Guys, I'm not.",Rachel,surprise,positive,204,5,1,4,"00:07:46,674","00:07:47,799",204_5_train
1942,2054,"C'mon, this is us.",Joanne,neutral,neutral,204,6,1,4,"00:07:47,967","00:07:52,637",204_6_train
1943,2055,I'm not! This is what I'm doing now. I've got this job-,Rachel,neutral,neutral,204,7,1,4,"00:07:52,805","00:07:56,308",204_7_train
1944,2056,Waitressing?,Kiki,surprise,negative,204,8,1,4,"00:07:56,476","00:07:58,143",204_8_train
1945,2057,"Okay, I'm not just waitressing.",Rachel,neutral,neutral,204,9,1,4,"00:07:56,476","00:08:01,062",204_9_train
1946,2058,I'm..,Rachel,neutral,neutral,204,10,1,4,"00:07:58,311","00:08:01,062",204_10_train
1947,2059,"I, um...",Rachel,neutral,neutral,204,11,1,4,"00:08:03,858","00:08:05,525",204_11_train
1948,2060,"I write the specials on the specials board, and, uh... and I, uh...",Rachel,neutral,neutral,204,12,1,4,"00:08:06,110","00:08:09,654",204_12_train
1949,2061,"I take the uh dead flowers out of the vase... Oh, and, um, sometimes Artelle lets me put the little chocolate blobbies on the cookies.",Rachel,sadness,negative,204,13,1,4,"00:08:09,822","00:08:22,083",204_13_train
1950,2062,"We get off around midnight, why don't we pick you up then?",Fireman No. 3,neutral,neutral,205,0,1,14,"00:22:03,155","00:22:05,489",205_0_train
1951,2063,"So, um, will you bring the truck?",Rachel,neutral,neutral,205,1,1,14,"00:22:08,076","00:22:10,703",205_1_train
1952,2064,I'll even let you ring the bell.,Fireman No. 3,neutral,neutral,205,2,1,14,"00:22:13,206","00:22:15,708",205_2_train
1953,2065,"Oh, my god.",Rachel,surprise,positive,205,3,1,14,"00:22:21,006","00:22:22,256",205_3_train
1954,2066,"See, there you go, the cleansing works!",Phoebe,joy,positive,205,4,1,14,"00:22:23,383","00:22:27,720",205_4_train
1955,2067,They're nice guys.,Monica,neutral,neutral,205,5,1,14,"00:22:27,971","00:22:29,430",205_5_train
1956,2068,"Oh, they're firemen guys.",Rachel,joy,positive,205,6,1,14,"00:22:27,971","00:22:32,058",205_6_train
1957,2069,Your son.,Susan,neutral,neutral,206,0,1,23,"00:08:02,023","00:08:03,398",206_0_train
1958,2070,"No-no-no. I don't have a son named Jordie. We all agreed, my son's name is Jamie.",Ross,anger,negative,206,1,1,23,"00:08:03,566","00:08:10,113",206_1_train
1959,2071,"Well, Jamie was the name of Susan's first girlfriend, so we went back to Jordie.",Carol,neutral,neutral,206,2,1,23,"00:08:07,320","00:08:12,574",206_2_train
1960,2072,"What? Whoa, whoa whoa whoa, what do you mean,",Ross,surprise,negative,206,3,1,23,"00:08:12,950","00:08:16,703",206_3_train
1961,2073,"Ow, ow, ow, ow, leg cramp, leg cramp, leg cramp.",Carol,anger,negative,206,4,1,23,"00:08:22,335","00:08:25,212",206_4_train
1962,2074,I got it.,Ross,neutral,neutral,206,5,1,23,"0:08:25,379","0:08:27,173",206_5_train
1963,2075,I got it.,Susan,neutral,neutral,206,6,1,23,"0:08:27,173","0:08:27,483",206_6_train
1964,2076,"I got it! Hey, you get to sleep with her, I get the cramps.",Ross,anger,negative,206,7,1,23,"00:08:27,590","00:08:30,008",206_7_train
1965,2077,"No, you don't.",Susan,neutral,neutral,206,8,1,23,"00:08:30,176","00:08:31,343",206_8_train
1966,2078,"All right, that's it. I want both of you out.",Carol,anger,negative,206,9,1,23,"00:08:31,511","00:08:33,803",206_9_train
1967,2079,Why?,Ross,surprise,negative,206,10,1,23,"00:08:32,803","00:08:33,803",206_10_train
1968,2080,He started it!,Susan,anger,negative,206,11,1,23,"0:08:33,971","0:08:34,973",206_11_train
1969,2081,"No, you started it.",Ross,anger,negative,206,12,1,23,"0:08:34,973","0:08:35,487",206_12_train
1970,2083,"I don't care. I am trying to get a person out of my body here, and you're not making it any easier.",Carol,anger,negative,206,13,1,23,"00:08:35,598","00:08:42,687",206_13_train
1971,2085,Now go!,Carol,anger,negative,206,14,1,23,"00:08:39,227","00:08:42,687",206_14_train
1972,2086,Thanks a lot.,Ross,anger,negative,206,15,1,23,"0:08:45,107","0:08:45,983",206_15_train
1973,2087,See what you did.,Susan,anger,negative,206,16,1,23,"0:08:45,983","0:08:46,669",206_16_train
1974,2088,"Yeah, listen...",Ross,neutral,neutral,206,17,1,23,"0:08:46,776","0:08:47,694",206_17_train
1975,2089,Out,Carol,anger,negative,206,18,1,23,"0:08:47,694","0:08:49,225",206_18_train
1976,2090,"Oh, and I can also speak a little French. Voulez-vous coucher avec moi ce soir?  Why? What did I say?",Monica,joy,positive,207,0,3,15,"00:14:12,393","00:14:21,192",207_0_train
1977,2091,"Well, you just asked if I wanted to go to bed with you tonight.",Mischa,neutral,neutral,207,1,3,15,"00:14:21,360","00:14:24,779",207_1_train
1978,2092,Oh my God! No wonder I get such great service at Cafe Maurice.,Monica,surprise,positive,207,2,3,15,"00:14:28,534","00:14:33,872",207_2_train
1979,2093,"Knock, knock, knock, knock, hi.",Phoebe,neutral,neutral,207,3,3,15,"00:14:32,454","00:14:33,872",207_3_train
1980,2094,"Um, could you please tell Sergei that um, I was fascinated by what Boutros Boutros Gali said in the New York Times.",Phoebe,neutral,neutral,207,4,3,15,"00:14:34,123","00:14:42,088",207_4_train
1981,2095,You didn’t say Boutros Boutros Gali.,Phoebe,neutral,neutral,207,5,3,15,"0:14:45,676","0:14:47,698",207_5_train
1982,2096,Boutros Boutros Gali.,Mischa,neutral,neutral,207,6,3,15,"0:14:47,698","0:14:48,557",207_6_train
1983,2097,He says he was too.,Mischa,neutral,neutral,207,7,3,15,"00:14:53,058","00:14:54,225",207_7_train
1984,2098,Interesting.,Phoebe,neutral,neutral,207,8,3,15,"00:14:54,393","00:14:56,311",207_8_train
1985,2099,So I was wondering....,Mischa,neutral,neutral,207,9,3,15,"00:14:57,521","00:14:59,772",207_9_train
1986,2100,"Okay, ah, before you get all talky again, umm, could you also please tell Sergei that I really like his suit.",Phoebe,joy,positive,207,10,3,15,"00:14:59,940","00:15:09,282",207_10_train
1987,2101,"Eh, he said, thank you very much, he thinks you look very pretty tonight, your hair, golden like the sun.",Mischa,joy,positive,207,11,3,15,"00:15:22,838","00:15:28,343",207_11_train
1988,2102,So you're a chef?,Mischa,neutral,neutral,207,12,3,15,"00:15:25,925","00:15:28,343",207_12_train
1989,2103,I’m also thinking about opening up my own restaurant.,Monica,joy,positive,207,13,3,15,"00:15:29,845","00:15:32,221",207_13_train
1990,2104,"Oh, really.",Mischa,surprise,positive,207,14,3,15,"00:15:32,389","00:15:33,890",207_14_train
1991,2105,"Monica, can I talk to you behind my menu, please.  What are you doing?",Phoebe,neutral,neutral,207,15,3,15,"00:15:34,058","00:15:36,017",207_15_train
1992,2106,"Well, I was having a conversation.",Monica,neutral,neutral,207,16,3,15,"00:15:39,271","00:15:42,398",207_16_train
1993,2107,"Yeah but, Mischa is so interested in you, that Sergei and I haven’t been able to say two words to each other.",Phoebe,anger,negative,207,17,3,15,"00:15:42,566","00:15:50,990",207_17_train
1994,2108,What do you want me to do? Just sit here silently while you three have a conversation?,Monica,anger,negative,207,18,3,15,"00:15:47,821","00:15:50,990",207_18_train
1995,2109,That would be great. Thank you.,Phoebe,neutral,neutral,207,19,3,15,"00:15:51,158","00:15:52,867",207_19_train
1996,2110,so we finally get to the top of the mountain and airhead here  forgets the camera!,Danny,disgust,negative,208,0,5,10,"00:15:09,575","00:15:15,496",208_0_train
1997,2111,"Oh, y'know the same thing happened to me one time.",Joey,neutral,neutral,208,1,5,10,"00:15:15,506","00:15:18,666",208_1_train
1998,2112,When did that happen to you?!,Chandler,surprise,negative,208,2,5,10,"00:15:19,960","00:15:22,670",208_2_train
1999,2113,Don't you remember when we were jogging in the park and we saw that really pretty bird and wanted to take a picture—I didn't have my camera!,Joey,neutral,neutral,208,3,5,10,"00:15:23,088","00:15:29,427",208_3_train
2000,2114,"Oh yeah. First off all, chasing the Churo guy isn't jogging.",Chandler,disgust,negative,208,4,5,10,"00:15:29,595","00:15:33,056",208_4_train
2001,2115,"Oh, this is so good  you have got to try it.",Krista,joy,positive,208,5,5,10,"00:15:34,725","00:15:38,019",208_5_train
2002,2116,"Oh, damn! I got it on my pants.",Danny,anger,negative,208,6,5,10,"0:15:49,031","0:15:51,242",208_6_train
2003,2117,"Here, I'll get it.",Krista,neutral,neutral,208,7,5,10,"0:15:51,242","0:15:52,177",208_7_train
2004,2118,We'd better take these pants off upstairs or that stain's gonna set.,Krista,neutral,neutral,208,8,5,10,"00:16:01,335","00:16:03,586",208_8_train
2005,2119,Yep.  I'm gonna wear these on our date tonight.,Danny,joy,positive,208,9,5,10,"0:16:03,754","0:16:05,506",208_9_train
2006,2120,"Oh, great!",Rachel,surprise,positive,208,10,5,10,"0:16:05,506","0:16:07,062",208_10_train
2007,2121,"Okay, bye!  Oh my God!!",Chandler,joy,positive,208,11,5,10,"00:16:08,092","00:16:10,677",208_11_train
2008,2122,That was unbelievable!,Monica,surprise,negative,208,12,5,10,"0:16:11,887","0:16:13,306",208_12_train
2009,2124,"Yeah, wow, sorry Rach.",Joey,sadness,negative,208,14,5,10,"0:16:14,723","0:16:16,350",208_14_train
2010,2125,I don't believe they're brother and sister.,Chandler,surprise,negative,208,15,5,10,"0:16:16,350","0:16:17,992",208_15_train
2011,2126,They're brother and sister!!!,Joey,surprise,negative,208,16,5,10,"0:16:17,992","0:16:18,186",208_16_train
2012,2127,Action!,The Director,neutral,neutral,209,0,6,4,"00:17:58,243","00:17:59,535",209_0_train
2013,2128,I found the picture!,Richard,anger,negative,210,0,7,23,"00:18:11,006","00:18:12,799",210_0_train
2014,2129,What picture?!,Joey,surprise,negative,210,1,7,23,"00:18:13,342","00:18:15,426",210_1_train
2015,2130,The picture of my wife! In your pack!,Richard,anger,negative,210,2,7,23,"00:18:16,553","00:18:19,597",210_2_train
2016,2131,You went through my personal property?,Joey,anger,negative,210,3,7,23,"00:18:20,265","00:18:22,934",210_3_train
2017,2132,Why do have a picture of Paulette in your pack?!,Richard,anger,negative,210,4,7,23,"00:18:24,311","00:18:27,814",210_4_train
2018,2133,"Because Vincent, we were lovers.  For two years!",Joey,anger,negative,210,5,7,23,"00:18:31,068","00:18:37,532",210_5_train
2019,2134,Cut! Wonderful!,The Director,joy,positive,210,6,7,23,"00:18:37,741","00:18:40,451",210_6_train
2020,2135,Great scene yeah?,Joey,joy,positive,210,7,7,23,"00:18:43,372","00:18:44,705",210_7_train
2021,2136,"Oh you’re awesome! And, in that last speech? You soaked me.",Richard,joy,positive,210,8,7,23,"00:18:44,957","00:18:48,584",210_8_train
2022,2138,Here’s your call sheet for tomorrow.,The Assistant Director,neutral,neutral,210,9,7,23,"00:18:49,169","00:18:52,255",210_9_train
2023,2139,I know.,Phoebe,neutral,neutral,210,10,7,23,"00:20:04,828","00:20:07,997",210_10_train
2024,2140,"So Chandler, your parents must’ve been thrilled when you told them you were engaged.",Mrs. Geller,joy,positive,211,0,7,2,"00:09:26,023","00:09:29,734",211_0_train
2025,2141,"Oh yeah, I should probably call them.",Chandler,neutral,neutral,211,1,7,2,"00:09:29,986","00:09:32,195",211_1_train
2026,2142,I remember when we first got engaged.,Mr. Geller,joy,positive,211,2,7,2,"00:09:33,239","00:09:35,490",211_2_train
2027,2143,"Oh, I don’t think I ever heard that story.",Chandler,neutral,neutral,211,3,7,2,"0:09:35,700","0:09:37,222",211_3_train
2028,2145,"Well, I’d gotten Judy pregnant. I still don’t know how that happened.",Mr. Geller,joy,positive,211,5,7,2,"00:09:38,077","00:09:43,999",211_5_train
2029,2146,You don’t know how that happened?! Your dog thought my diaphragm was a chew toy!,Mrs. Geller,disgust,negative,211,6,7,2,"00:09:44,166","00:09:48,503",211_6_train
2030,2147,What a sweet story.,Chandler,neutral,neutral,211,7,7,2,"00:09:51,507","00:09:53,258",211_7_train
2031,2148,"Well, at least you’re not hearing it for the first time at your fifth grade Halloween party.",Monica,disgust,negative,211,8,7,2,"00:09:54,343","00:09:57,220",211_8_train
2032,2149,What?! They wanted a scary story!,Mr. Geller,surprise,positive,211,9,7,2,"00:09:57,471","00:09:59,097",211_9_train
2033,2150,"Anyway, we’re really excited about our wedding plans, and well I guess pretty soon we’ll be making a big withdrawal from the Monica wedding fund.",Monica,joy,positive,211,10,7,2,"00:10:00,725","00:10:09,190",211_10_train
2034,2151,What?,Monica,surprise,negative,211,11,7,2,"0:10:12,278","0:10:13,154",211_11_train
2035,2152,"You tell her Jack, I can’t do it.",Mrs. Geller,fear,negative,211,12,7,2,"0:10:13,154","0:10:14,981",211_12_train
2036,2153,What happened? You still have the Monica wedding fund don’t you?,Monica,surprise,negative,211,13,7,2,"00:10:15,197","00:10:17,699",211_13_train
2037,2154,"We have it. Only now, we call it the beach house.",Mr. Geller,neutral,neutral,211,14,7,2,"00:10:17,867","00:10:21,119",211_14_train
2038,2155,"After applying the Waxine and linen strips to leg number one,",Phoebe,neutral,neutral,212,0,3,16,"00:07:25,945","00:07:28,905",212_0_train
2039,2156,Did that!,Monica,joy,positive,212,1,3,16,"00:07:29,073","00:07:30,532",212_1_train
2040,2157,Grasp one of the linen strips by its ‘easy grab tab’ and pull it off in one quick pain free motion.,Phoebe,neutral,neutral,212,2,3,16,"00:07:31,367","00:07:37,706",212_2_train
2041,2158,Okay.  Ow!!!!! Ow-oh-oh!,Monica,surprise,negative,212,3,3,16,"00:07:38,207","00:07:43,044",212_3_train
2042,2159,Was it not pain-free?,Phoebe,surprise,negative,212,4,3,16,"00:07:41,544","00:07:43,044",212_4_train
2043,2160,"No. It was painful. Oh my God , they should call it Pain-zine, now with a little wax.",Monica,disgust,negative,212,5,3,16,"00:07:44,380","00:07:50,010",212_5_train
2044,2161,"Huh, well, the girls in the satin nighties on the commercial don’t seem to think it’s that bad.",Phoebe,neutral,neutral,212,6,3,16,"00:07:51,637","00:07:55,515",212_6_train
2045,2162,That’s because their nerves are probably deadened from being so stupid.,Monica,anger,negative,212,7,3,16,"00:07:55,683","00:07:58,852",212_7_train
2046,2163,"But hey, y'know if you don’t believe me, please, by my guest.",Monica,neutral,neutral,212,8,3,16,"00:08:00,605","00:08:04,858",212_8_train
2047,2164,Ow-ow-ow-ow! Oh my God!!!,Phoebe,surprise,negative,212,9,3,16,"00:08:06,777","00:08:08,987",212_9_train
2048,2170,"Now umm, remember I’m still learning.",Ross,neutral,neutral,213,0,7,15,"00:21:21,113","00:21:24,865",213_0_train
2049,2171,"One, two, three, four!",Ross,neutral,neutral,213,1,7,15,"00:21:34,584","00:21:36,794",213_1_train
2050,2172,You know the song! Sing along!,Ross,joy,positive,213,2,7,15,"00:21:54,980","00:21:57,481",213_2_train
2051,2173,So?,Ross,neutral,neutral,213,3,7,15,"00:22:14,708","00:22:15,916",213_3_train
2052,2174,No!,Chandler,sadness,negative,213,4,7,15,"00:22:16,626","00:22:17,793",213_4_train
2053,2175,Oh my God! That’s David!,Phoebe,surprise,positive,214,0,7,11,"00:08:45,608","00:08:47,234",214_0_train
2054,2176,David who?,Monica,neutral,neutral,214,1,7,11,"00:08:47,610","00:08:49,402",214_1_train
2055,2177,"David the scientist guy, David that I was in love with, David who went to Russia and broke my heart David!",Phoebe,sadness,negative,214,2,7,11,"00:08:49,570","00:08:55,700",214_2_train
2056,2178,Oh my God!,David,surprise,positive,214,3,7,11,"00:08:54,617","00:08:55,700",214_3_train
2057,2179,"Oh, you say someone’s name enough, they turn around.",Phoebe,neutral,neutral,214,4,7,11,"00:08:55,868","00:08:58,078",214_4_train
2058,2180,Phoebe?,David,surprise,positive,214,5,7,11,"00:09:01,082","00:09:03,708",214_5_train
2059,2181,David!  What-what are you doing here? Aren’t you supposed to be in Russia?,Phoebe,surprise,positive,214,6,7,11,"00:09:06,337","00:09:09,464",214_6_train
2060,2182,"Yeah, I’m just, I’m just in town for a conference. Umm,",David,neutral,neutral,214,7,7,11,"00:09:09,632","00:09:12,008",214_7_train
2061,2183,Well… Yeah. You look great too. Did you get a haircut?,Phoebe,joy,positive,214,8,7,11,"00:09:17,139","00:09:22,018",214_8_train
2062,2184,Yeah. Well I-I got like thirty of them.,David,neutral,neutral,214,9,7,11,"00:09:22,311","00:09:24,771",214_9_train
2063,2185,Yeah.,Phoebe,neutral,neutral,214,10,7,11,"00:09:24,939","00:09:26,273",214_10_train
2064,2186,Yes! Santa's coming!,Ross,joy,positive,215,0,7,10,"00:06:48,324","00:06:51,785",215_0_train
2065,2187,"Hey, uh, I’m really, really sorry about what happened in the cafeteria today.",Ross,sadness,negative,216,0,6,1,"0:01:12,739","0:01:23,167",216_0_train
2066,2188,"It’s no big deal. Hey, y’know, you do what you gotta do. Right?",Joey,neutral,neutral,216,1,6,1,"0:01:23,167","0:01:23,306",216_1_train
2067,2189,"But hey, it’s not just me, I mean the scientists and the tour guides",Ross,neutral,neutral,216,2,6,1,"00:04:35,024","00:04:40,028",216_2_train
2068,2190,Whatever.,Joey,neutral,neutral,217,0,2,16,"00:16:03,879","00:16:04,963",217_0_train
2069,2192,"Okay, Mon, back me up here.",Ross,neutral,neutral,218,1,4,11,"0:12:18,112","0:12:19,338",218_1_train
2070,2193,"Where you work the uh, waiters eat with the waiters, right?",Ross,neutral,neutral,218,2,4,11,"00:12:19,488","00:12:22,657",218_2_train
2071,2194,"And the chefs eat with the other chefs, right?",Ross,neutral,neutral,218,3,4,11,"00:12:22,867","00:12:25,368",218_3_train
2072,2195,I eat by myself in the alley because everybody hates me.,Monica,sadness,negative,218,4,4,11,"00:12:25,661","00:12:29,998",218_4_train
2073,2196,"Look, Ross, really it’s-it’s no big deal.",Joey,neutral,neutral,218,5,4,11,"00:12:32,293","00:12:38,339",218_5_train
2074,2197,"Y’know you wear a white coat, I wear a blue blazer, if that means we can’t be friends at work, then so be it.",Joey,sadness,negative,218,6,4,11,"00:12:35,880","00:12:42,302",218_6_train
2075,2198,"Y’know, hey I understand.",Joey,neutral,neutral,218,7,4,11,"0:12:42,511","0:12:43,683",218_7_train
2076,2199,Y’know?,Joey,neutral,neutral,218,8,4,11,"0:12:43,683","0:12:43,984",218_8_train
2077,2200,"Hey, when I’m in a play and you’re in the audience, I don’t talk to you, right?",Joey,neutral,neutral,218,9,4,11,"00:12:44,221","00:12:48,933",218_9_train
2078,2201,"So it’s y’know, it’s uh, it’s cool.",Joey,neutral,neutral,218,10,4,11,"00:12:49,852","00:12:52,187",218_10_train
2079,2202,I’ll see you tomorrow.,Joey,neutral,neutral,218,11,4,11,"00:12:52,438","00:12:53,938",218_11_train
2080,2203,"Yeah, when we’re in the audience he doesn’t talk to us, but he does wave.",Rachel,neutral,neutral,218,12,4,11,"00:12:57,067","00:13:00,069",218_12_train
2081,2204,You did look like an idiot.,Chandler,joy,positive,219,0,5,8,"00:06:44,612","00:06:46,780",219_0_train
2082,2205,"Hey, I wasn't the only one who looked like an idiot.",Joey,neutral,neutral,219,1,5,8,"0:06:47,949","0:06:50,202",219_1_train
2083,2206,All right?,Joey,neutral,neutral,219,2,5,8,"0:06:50,202","0:06:50,606",219_2_train
2084,2207,"Remember when Ross tried to say, ""Butternut squash?""",Joey,joy,positive,219,3,5,8,"00:06:51,285","00:06:53,912",219_3_train
2085,2208,"And it came out, ""Squatternut buash?""",Joey,joy,positive,219,4,5,8,"00:06:54,080","00:06:57,499",219_4_train
2086,2209,Yeah that's the same.,Ross,neutral,neutral,219,5,5,8,"00:06:59,919","00:07:02,170",219_5_train
2087,2210,That's it. That's my worse Thanksgiving.,Monica,sadness,negative,219,6,5,8,"00:07:04,006","00:07:05,799",219_6_train
2088,2211,Oh wait! That can't be the one Rachel's talking about. She didn't even know that happened. So which one was it?,Phoebe,neutral,neutral,219,7,5,8,"00:07:05,967","00:07:13,723",219_7_train
2089,2213,"Umm, I-I really don't want to tell this story.",Monica,sadness,negative,219,8,5,8,"00:07:13,891","00:07:16,351",219_8_train
2090,2214,"Oh, come on Monica, reliving past pain and getting depressed is what Thanksgiving is all about.",Chandler,neutral,neutral,219,9,5,8,"00:07:16,519","00:07:21,648",219_9_train
2091,2215,"Y'know, for me anyway.",Chandler,sadness,negative,219,10,5,8,"0:07:22,859","0:07:24,381",219_10_train
2092,2216,"And of course, the Indians.",Chandler,sadness,negative,219,11,5,8,"0:07:24,381","0:07:25,783",219_11_train
2093,2217,"Look umm, of all people, you do not want me to tell this story!",Monica,anger,negative,219,12,5,8,"00:07:27,363","00:07:30,240",219_12_train
2094,2218,"Hi, guys.",Phoebe,neutral,neutral,220,0,4,22,"00:10:38,471","00:10:39,471",220_0_train
2095,2219,Hi! Phoebe.,Rachel,joy,positive,220,1,4,22,"0:10:39,639","0:10:40,265",220_1_train
2096,2220,Hi Phoebe.,Monica,neutral,neutral,220,2,4,22,"0:10:40,265","0:10:42,119",220_2_train
2097,2221,"I-I wanted to apologise if I—y’know seemed a tad edgy yesterday at my shower. Y’know it’s just the hormones, y’know.",Phoebe,sadness,negative,220,3,4,22,"00:10:42,433","00:10:51,399",220_3_train
2098,2222,No we,Rachel,neutral,neutral,220,4,4,22,"0:10:51,609","0:10:52,321",220_4_train
2099,2223,Hormones.,Monica,neutral,neutral,220,5,4,22,"0:10:52,321","0:10:52,905",220_5_train
2100,2224,"hormones, yeah.",Rachel,neutral,neutral,220,6,4,22,"0:10:52,905","0:10:54,073",220_6_train
2101,2225,Your parents’?,Rachel,neutral,neutral,221,0,4,18,"0:11:49,083","0:11:49,685",221_0_train
2102,2226,"Yeah, they’re out of town.",Joshua,neutral,neutral,221,1,4,18,"0:11:49,685","0:11:50,769",221_1_train
2103,2227,Ohh.,Rachel,surprise,positive,221,2,4,18,"00:11:50,876","00:11:52,585",221_2_train
2104,2228,"Yeah-yeah, it’s this",Joshua,neutral,neutral,221,3,4,18,"00:11:52,753","00:11:56,673",221_3_train
2105,2229,Yeah that works.,Rachel,neutral,neutral,221,4,4,18,"00:12:00,000","00:12:02,387",221_4_train
2106,2230,They-they-they can smell fear.,Joshua,fear,negative,221,5,4,18,"00:12:04,682","00:12:06,015",221_5_train
2107,2231,Bing! Ho! And the Bing-ette!,Doug,joy,positive,222,0,8,11,"00:03:38,593","00:03:41,970",222_0_train
2108,2232,"Honey, you remember my boss Doug right?",Chandler,neutral,neutral,222,1,8,11,"0:03:42,138","0:03:44,307",222_1_train
2109,2233,"Yes, hi.",Monica,neutral,neutral,222,2,8,11,"0:03:44,307","0:03:44,886",222_2_train
2110,2234,"Hi. So good news, the divorce is final. I signed the papers this A.M.",Doug,joy,positive,222,3,8,11,"00:03:44,974","00:03:49,394",222_3_train
2111,2235,"I didn’t know you and Carol were getting divorced, I’m sorry.",Chandler,sadness,negative,222,4,8,11,"00:03:49,562","00:03:52,022",222_4_train
2112,2236,"Sorry? Finally chewed my leg out of that bear trap. Hey, congratulations to you guys though!",Doug,joy,positive,222,5,8,11,"00:03:52,190","00:04:01,365",222_5_train
2113,2237,No leg-chewing for us sir.,Monica,neutral,neutral,222,6,8,11,"00:03:56,653","00:04:01,365",222_6_train
2114,2238,"Oh well, give it time.",Doug,neutral,neutral,222,7,8,11,"00:04:01,532","00:04:03,200",222_7_train
2115,2239,"So the divorce, the marriage, we’ve got a lot to celebrate.",Doug,joy,positive,222,8,8,11,"00:04:04,452","00:04:08,622",222_8_train
2116,2240,How about we all go out to dinner tomorrow night?,Doug,neutral,neutral,222,9,8,11,"00:04:08,790","00:04:11,667",222_9_train
2117,2242,"Tomorrow night it is then, I should be out of court by six.",Doug,joy,positive,222,11,8,11,"00:04:17,548","00:04:25,847",222_11_train
2118,2243,They keep throwing these sexual harassment cases at me and I keep knocking them out of the park!,Doug,joy,positive,222,12,8,11,"00:04:20,551","00:04:25,847",222_12_train
2119,2244,"Okay, I’ll see you tomorrow!",Monica,joy,positive,222,13,8,11,"00:04:26,015","00:04:28,058",222_13_train
2120,2245,"Just so you know, we’re not seeing him tomorrow.",Monica,neutral,neutral,222,14,8,11,"00:04:28,226","00:04:31,019",222_14_train
2121,2246,I-I cannot spend another evening with that man.,Monica,disgust,negative,222,15,8,11,"00:04:32,021","00:04:34,106",222_15_train
2122,2247,Do you remember how he behaved at our wedding?,Monica,disgust,negative,222,16,8,11,"00:04:34,274","00:04:36,275",222_16_train
2123,2248,No.,Chandler,neutral,neutral,222,17,8,11,"00:04:36,442","00:04:38,694",222_17_train
2124,2249,That’s because he wasn’t invited because of the way he behaved at our engagement party.,Monica,disgust,negative,222,18,8,11,"00:04:36,442","00:04:41,905",222_18_train
2125,2250,"Oh yeah. Boy, urine cuts",Chandler,disgust,negative,222,19,8,11,"00:04:42,073","00:04:46,326",222_19_train
2126,2251,"Now maybe you just like wanna but the whole duck in there! Who cares, y'know? Now I got the legs",Emeril,neutral,neutral,223,0,5,4,"00:12:18,279","00:12:24,409",223_0_train
2127,2252,"How many times have I told you guys, you",Chandler,neutral,neutral,223,1,5,4,"00:12:27,121","00:12:32,167",223_1_train
2128,2253,Hi Chandler.,Monica,neutral,neutral,223,2,5,4,"0:12:33,043","0:12:33,895",223_2_train
2129,2254,Hey!,Chandler,neutral,neutral,223,3,5,4,"0:12:33,895","0:12:34,772",223_3_train
2130,2255,"Uh, listen, I need that broiling pan that Joey borrowed the other day.",Monica,neutral,neutral,223,4,5,4,"00:12:34,879","00:12:37,714",223_4_train
2131,2256,"Oh that was yours? Uh, yeah, we used it when the duck was throwing up caterpillars.",Chandler,sadness,negative,223,5,5,4,"00:12:37,882","00:12:47,432",223_5_train
2132,2257,William Sonoma,Monica,neutral,neutral,223,6,5,4,"00:12:44,430","00:12:47,432",223_6_train
2133,2258,Expect it in 4-6 weeks.,Chandler,neutral,neutral,223,7,5,4,"00:12:47,600","00:12:49,225",223_7_train
2134,2259,"Umm, hey, umm, Joey's gonna be at the telethon for the rest of the day, we have the whole place to ourselves.",Chandler,neutral,neutral,223,8,5,4,"00:12:50,936","00:12:59,277",223_8_train
2135,2260,"Yeah, so?",Monica,neutral,neutral,223,9,5,4,"00:12:57,777","00:12:59,277",223_9_train
2136,2261,"Well I just, thought maybe you'd wanna book some time with the best you'd ever had.",Chandler,neutral,neutral,223,10,5,4,"00:12:59,445","00:13:04,574",223_10_train
2137,2262,"Y'know what, champ? I think I'll pass.",Monica,neutral,neutral,223,11,5,4,"00:13:05,618","00:13:09,037",223_11_train
2138,2263,Why?,Chandler,surprise,positive,223,12,5,4,"0:13:09,538","0:13:10,050",223_12_train
2139,2264,Why?,Monica,neutral,neutral,223,13,5,4,"0:13:10,050","0:13:12,099",223_13_train
2140,2265,What's your point?,Chandler,neutral,neutral,223,14,5,4,"00:13:25,054","00:13:26,679",223_14_train
2141,2266,"So uh, what’s your name?",Joey,neutral,neutral,224,0,7,22,"00:05:35,335","00:05:41,840",224_0_train
2142,2267,It's Jake.,Man,neutral,neutral,224,1,7,22,"00:05:39,589","00:05:41,840",224_1_train
2143,2268,"Joey.  Hey Jake, do you like the Knicks?",Joey,neutral,neutral,224,2,7,22,"00:05:39,589","00:05:44,551",224_2_train
2144,2269,"Yeah, big fan.",Jake,neutral,neutral,224,3,7,22,"00:05:42,008","00:05:44,551",224_3_train
2145,2270,"Me too! There’s a game on Tuesday, do you wanna go?",Joey,joy,positive,224,4,7,22,"00:05:44,719","00:05:48,388",224_4_train
2146,2271,Yeah that would be great! Let me make sure I’m not doing anything Tuesday.,Jake,joy,positive,224,5,7,22,"00:05:48,556","00:06:05,739",224_5_train
