,0,1,2,3,4,5,6,7,8,9,10,11
704,1853,I do it every year.,Joey,0,0,184,14,9,20,"00:06:30,586","00:06:32,421",184_14_train
705,2159,Monica and Rachel made out.,Joey,0,0,216,3,4,19,"00:21:20,570","00:21:22,613",216_3_test
706,3775,"Ooh, dude. That’s not gonna happen.",Student,0,0,377,5,8,12,"00:06:02,111","00:06:04,321",377_5_train
707,718,"Wait a minute, hold the phone! You’re not Elizabeth’s dad?!",Chandler,1,1,68,6,6,21,"00:02:30,942","00:02:35,070",68_6_dev
708,8336,"Oh, I-I, I think that's the first time I ever missed a meal!  Yeah, my pants are a little loose!",Joey,6,2,836,10,5,21,"00:03:18,239","00:03:23,243",836_10_train
709,422,"Ah, it’s says so in the script!",Joey,6,2,39,15,3,19,"00:11:47,123","00:11:59,467",39_15_train
710,1700,"So Lizzie, are-are-are you planning on staying the night?",Paul,0,0,172,0,6,22,"00:14:11,475","00:14:13,935",172_0_test
711,2797,"Oh Maria. You can’t say no to her, she’s like this lycra spandex covered gym…treat.",Chandler,4,1,279,11,4,4,"00:03:54,067","00:03:59,613",279_11_train
712,5109,"Yeah, say my name. Say it!  And now I’m going to cover you back up, and umm we’re never doing this again.",Phoebe,4,1,517,6,8,14,"00:22:02,040","00:22:22,160",517_6_train
713,4473,"All right, Julie.",Rachel,0,0,455,15,2,2,"00:21:43,885","00:21:46,012",455_15_train
714,7826,"Ooh, great! Thanks!",Joey,4,1,791,6,8,12,"00:02:15,426","00:02:16,844",791_6_train
715,3348,I’ll talk to you tomorrow.,Kathy,0,0,334,7,4,7,"00:10:17,992","00:10:20,243",334_7_train
716,4484,"I know, I’m sorry! But y’know, this ring is better! Monica never even saw the other ring.",Phoebe,6,2,456,8,6,23,"00:13:26,597","00:13:33,370",456_8_train
717,402,"Ok, where am I talking to, here?",Ross,0,0,34,2,1,9,"00:14:28,409","00:14:32,453",34_2_dev
718,6520,"Ah yes, but he’s very protective of me so you’d better watch yourself.",Rachel,0,0,649,18,8,12,"00:05:23,698","00:05:27,909",649_18_train
719,564,Hey!,Chandler,4,1,58,0,6,16,"0:14:31,328","0:14:31,662",58_0_test
720,337,"Umm, she Rach, not it, she.",Monica,0,0,33,7,9,2,"0:08:03,065","0:08:06,152",33_7_test
721,2655,"Op, can I just tell you something? Very flattered but umm, I’m engaged.",Monica,4,1,263,6,7,18,"00:04:33,231","00:04:42,197",263_6_train
722,469,"Oh yeah? Well, how’d she take it?",Chandler,0,0,47,12,6,2,"00:14:11,684","00:14:13,977",47_12_test
723,9435,Bye-bye!  That’s why I moved out.,Phoebe,4,1,940,6,3,6,"00:02:13,424","00:02:18,720",940_6_train
724,6765,I don't think so.,Chandler,0,0,667,5,5,24,"00:18:10,255","00:18:11,923",667_5_train
725,423,The players.,Monica,0,0,43,2,4,13,"00:05:50,558","00:05:52,017",43_2_test
726,823,"Hey Joey, is this the bed where Olivia lost her virginity?",Rachel,0,0,80,0,9,19,"00:03:52,983","00:03:55,945",80_0_train
727,1113,It’s Chandler’s way of pretending he didn’t take mime.,Monica,0,0,106,3,6,18,"00:02:09,963","00:02:13,340",106_3_dev
728,2620,You-you-you-you  threw my sandwich away!,Ross,2,2,259,1,5,9,"00:13:28,098","00:13:30,850",259_1_train
729,2041,She buys tickets for plays that I wanna see.,Monica,6,2,204,5,1,21,"00:02:13,424","00:02:16,093",204_5_test
730,3935,"Ahh, yes.",Phoebe Sr,0,0,401,6,3,25,"0:05:23,086","0:05:24,166",401_6_train
731,4087,Date of birth?,Joey,0,0,418,7,8,23,"0:17:58,899","0:18:00,151",418_7_train
732,2641,This is just about tonight.,Ross,0,0,266,6,5,23,"00:10:18,993","00:10:21,661",266_6_test
733,858,Why should I help you?!,Joey,6,2,93,12,6,21,"00:19:15,571","00:19:17,613",93_12_test
734,1307,"Yeah. Well, umm.....",Rachel,3,2,132,2,3,15,"00:16:15,683","00:16:18,559",132_2_train
735,7460,"Well, let's go to a bad one and make out.",Janice,0,0,745,1,3,4,"00:01:56,407","00:01:58,992",745_1_train
736,9639,It’s just some things I’ve been thinking about.,Rachel,0,0,959,5,4,1,"00:06:04,447","00:06:06,823",959_5_train
737,6272,I wasn’t gonna walk all the way back down here with one shoe!,Joey,0,0,628,10,6,5,"00:02:15,593","00:02:18,595",628_10_train
738,4478,"Oh my God Chandler, the one you picked is gone. It’s over!",Phoebe,6,2,456,2,6,23,"00:13:10,664","00:13:14,626",456_2_train
739,412,"Thank you, thanks.",Ross,4,1,42,0,4,7,"00:21:19,569","00:21:21,779",42_0_test
740,9415,I’m like the one who talked him into it.,Phoebe,4,1,939,7,9,1,"0:06:08,994","0:06:12,610",939_7_train
741,2521,"Yeah, save it for the cab, okay.",Ross,5,2,254,2,1,22,"0:21:47,973","0:21:50,159",254_2_test
742,10183,You don’t-you don’t want to hear about my dream Officer…Pretty?,Ross,0,0,1014,1,7,22,"00:20:27,684","00:20:34,357",1014_1_train
743,473,It’s not that bad.,Joey,0,0,45,2,4,18,"00:17:05,983","00:17:08,609",45_2_train
744,873,"So Pheebs, what is the book about?",Rachel,0,0,85,2,5,9,"00:06:13,748","00:06:16,291",85_2_train
745,1751,I’m serious!,Rachel,6,2,175,10,7,12,"0:08:24,837","0:08:26,649",175_10_test
746,1611,"Well, I just thought it’d make me feel good to do something nice for my friend.",Chandler,0,0,165,0,4,7,"00:14:12,852","00:14:16,531",165_0_train
747,2194,"Well, you’re making him a frieze salad with goat cheese and pine nuts, wild nuts, wild rice, roast asparagus, and salmon au croup.",Monica,0,0,222,9,4,18,"00:05:57,690","00:06:06,073",222_9_test
748,1078,That and arrogance.,Phoebe,6,2,110,3,7,3,"00:08:13,242","00:08:14,951",110_3_train
749,8537,Hey.,Phoebe,0,0,852,0,1,17,"0:19:01,932","0:19:02,824",852_0_train
750,5446,"I'm not crazy, right? I mean, it was never like that.",Rachel,1,1,547,0,1,20,"00:04:52,208","00:04:55,544",547_0_train
751,5358,"Oh, god help us.",Monica,3,2,540,0,1,5,"00:04:30,937","00:04:38,193",540_0_train
752,7009,Here’s your tea Phoebe.,Monica,0,0,690,0,4,22,"00:14:28,951","00:14:31,077",690_0_train
753,8369,"Ok, thanks Pheebs  Oh my God, why have I never tasted these before?!",Rachel,1,1,840,10,1,12,"00:13:38,359","00:13:51,329",840_10_train
754,818,"You guys, can we please not watch this all right.",Joey,5,2,88,2,3,4,"0:00:11,761","0:00:13,513",88_2_test
755,7765,"Oh, Rachel.",Phoebe,0,0,775,13,1,7,"00:06:32,016","00:06:33,433",775_13_train
756,4629,"Well first, for forgetting to throw you a bridal shower.",Rachel,3,2,474,3,7,19,"00:19:10,440","00:19:14,318",474_3_train
757,4796,Hmm that’s weird. I don’t remember being in a move called benefits lapsed.,Joey,0,0,486,5,6,4,"00:06:24,008","00:06:30,430",486_5_train
758,272,Is it a good sign that they asked us to hang around after the audition?,Carol,1,1,26,2,5,18,"00:09:49,046","00:09:51,715",26_2_train
759,9100,Hi!,Phoebe,0,0,909,2,8,10,"0:15:34,161","0:15:35,654",909_2_train
760,6777,Noooo!  I'm lying. I am so drunk.,Monica,4,1,670,0,1,21,"00:16:03,003","00:16:06,756",670_0_train
761,3496,Hey!,Monica,4,1,349,0,9,19,"0:01:52,488","0:01:53,420",349_0_train
762,7425,"Well I don’t know, I-I suppose we may have favored you unconsciously, you were a medical marvel! The doctor said your mother could",Mr. Geller,4,1,740,6,7,13,"00:12:25,411","00:12:33,293",740_6_train
763,9657,"Hey Pheebs, what's going on?",Ross,0,0,961,2,5,12,"00:06:00,401","00:06:02,903",961_2_train
764,2410,"The Empty Vase is not about you. My baby, you make me so sad that you would think this.",Julio,3,2,237,8,3,12,"00:16:44,795","00:16:53,094",237_8_train
765,8629,"Me? I'm fine, fine. I'm glad you're here. ...What's with your hair?",Mrs. Geller,6,2,861,3,1,8,"00:04:13,127","00:04:19,424",861_3_train
766,3651,Ok.,Carol,0,0,364,0,2,23,"00:10:31,442","00:10:32,839",364_0_train
767,6890,Joey.,Phoebe,0,0,678,3,3,5,"0:04:20,427","0:04:20,565",678_3_train
768,2483,Relieved?,Monica,1,1,251,3,1,3,"0:21:24,992","0:21:25,664",251_3_test
769,5270,"All right, I’m-I’m not English.",Ross,3,2,531,3,6,4,"00:20:14,213","00:20:16,964",531_3_train
770,10403,"Oh, one other thing. Hoshi thinks that you being ringside may have affected my concentration.",Pete,0,0,1031,0,3,24,"00:13:45,241","00:13:50,245",1031_0_train
771,2260,"Please, just a little bit off the back.",Monica,0,0,230,1,2,1,"00:10:30,254","00:10:33,048",230_1_test
772,4391,"Even if people are on it!""",Rachel,6,2,448,4,6,6,"0:10:19,160","0:10:20,934",448_4_train
773,7539,Good.,Monica,0,0,756,2,3,13,"0:11:47,499","0:11:48,721",756_2_train
774,8687,Oh that.,Rachel,0,0,867,6,7,16,"00:06:27,637","00:06:29,971",867_6_train
775,3532,"Yes, Fran.",Chandler,0,0,352,0,1,15,"00:21:46,138","00:21:48,180",352_0_train
776,8177,Like the guy on the other side of you was Smelly von Brownshirt.,Ross,0,0,821,4,6,18,"00:10:02,059","00:10:06,271",821_4_train
777,1990,"Y’know, I know that I said that I am totally okay with Ross getting married, but as it turns out, I don’t think I’m handling it all that well.",Rachel,3,2,199,8,4,20,"00:18:29,733","00:18:39,033",199_8_test
778,8893,"Yes, this Russell, Ross’s divorce lawyer, just tell him that since I haven’t heard from him, I assume he’s decided to give the marriage a try.",Russell,0,0,890,3,6,4,"00:19:23,203","00:19:31,127",890_3_train
779,1089,It’s happened to you?,Chandler,1,2,111,8,7,1,"0:09:56,304","0:09:57,606",111_8_train
780,810,"And you get all these like, mental images in your brain, you know, like Elle MacPherson, or that girl at the Xerox place....",Chandler,4,1,76,7,3,1,"00:16:40,416","00:16:46,671",76_7_dev
781,8892,"Uh no, he’s not. Can I take a message?",Rachel,0,0,890,2,6,4,"00:19:18,907","00:19:20,449",890_2_train
782,9546,And... that's the most sex I'm gonna have this weekend.,Rachel,4,1,949,10,9,23,"00:18:39,952","00:18:43,830",949_10_train
783,130,Chandler’s gone again!,Ross,1,2,12,3,7,24,"0:12:07,185","0:12:07,866",12_3_dev
784,575,"Actually, I’m not here to complement the chef.",Richard,0,0,53,2,6,24,"00:20:47,371","00:20:49,747",53_2_train
785,400,"No-no, I took them from the hotel lobby.",Ross,0,0,38,5,8,2,"00:20:37,611","00:20:41,989",38_5_train
786,3222,What?!,Monica,1,2,320,3,6,16,"0:20:07,080","0:20:07,706",320_3_train
787,7160,You’ll be perfect for this! That’s already your name!,Chandler,4,1,712,1,8,20,"00:02:56,623","00:03:00,251",712_1_train
788,9647,"But I stand by my review, I know food and that wasn’t it.",Monica,5,2,960,3,4,9,"00:09:26,983","00:09:30,193",960_3_train
789,1800,Yeah? Really? No one’s home?,Joey,1,1,181,3,7,12,"00:14:41,088","00:14:42,964",181_3_train
790,505,Okay I-I just have to stop by my place first.,Ross,0,0,52,0,8,7,"00:10:24,665","00:10:26,333",52_0_test
791,8304,Yeah.,Monica,0,0,834,6,6,12,"00:04:14,087","00:04:16,713",834_6_train
792,8564,Hey! I did not dump Rachel!  Nor are we still together.  Can I just…  Why don’t we just let the machine get that?,Ross,6,2,854,3,8,8,"00:13:27,389","00:13:40,652",854_3_train
793,1391,"Oh, mostly fashion, so there may be models here from time to time, I hope that’s cool.",Eric,0,0,141,1,6,1,"00:03:16,905","00:03:22,868",141_1_test
794,9337,"You guys need anything, ‘cause I’m heading up there.",Joey,0,0,933,7,6,12,"00:10:16,032","00:10:18,491",933_7_train
795,3130,What?,Ross,0,0,312,15,3,25,"00:17:13,323","00:17:15,575",312_15_train
796,5925,"What, do you think I’d just use my son as-as an excuse?",Ross,4,1,598,1,6,6,"00:05:19,319","00:05:21,737",598_1_train
797,9399,"I’ve ah, I’ve recently learned what’s it like to be on your side of it, and I’m sorry.",Joey,3,2,938,1,3,20,"00:22:04,573","00:22:06,741",938_1_train
798,2763,And you're not supposed to be gossiping!!,Joey,5,2,275,14,5,11,"00:15:37,937","00:15:39,604",275_14_train
799,2724,"Well, it’s because I trust you, you’re one of my best friends, and you walked in on me when I was looking at ring brochures.",Chandler,6,2,273,8,6,23,"00:00:18,685","00:00:25,441",273_8_train
800,7443,"Wait-wait, guys! If-if we follow the rules, it's still fun and it means something!",Monica,2,2,743,3,5,5,"00:21:50,726","00:21:55,521",743_3_train
801,728,"Oh, I have to go tell Monica what a wonderful brother she has!",Rachel,4,1,67,10,6,3,"00:08:41,938","00:08:45,732",67_10_train
802,7862,What?,Joey,1,2,792,20,9,19,"00:10:40,057","00:10:41,767",792_20_train
803,1081,Wow thanks!,Joey,4,1,111,0,7,1,"00:09:11,801","00:09:14,177",111_0_train
804,8868,"No, God no! That is no place for a woman. Those guys will grab anything.",Ross,0,0,888,4,4,15,"00:16:26,735","00:16:30,780",888_4_train
805,629,Oh my good God.,Chandler,1,1,60,0,6,17,"00:17:15,534","00:17:18,036",60_0_dev
806,194,Why isn’t that valet back with my Porsche?,Joey,6,2,17,0,6,5,"00:14:50,514","00:14:54,183",17_0_dev
807,8273,"Okay, I don’t know what to do anymore.",Ross,3,2,831,6,3,15,"0:12:22,491","0:12:23,910",831_6_train
808,1747,Okay please tell me that this is just one of your jokes that you do that I don’t get.,Rachel,4,1,175,6,7,12,"00:08:14,410","00:08:18,246",175_6_test
809,911,"Y’know, they’re not gonna get married anyway!",Rachel,6,2,89,9,4,20,"0:09:52,925","0:09:55,136",89_9_train
810,10278,"It doesn’t matter, I still wind up with this little  cowlicky thing on the middle part of my head.",Chandler,0,0,1021,2,3,19,"00:12:09,478","00:12:16,067",1021_2_train
811,9195,Chandler is a great name!,Phoebe,6,2,918,10,4,18,"0:20:48,539","0:20:51,093",918_10_train
812,915,"Okay, get ready to see some beggin’!",Rachel,4,1,85,4,8,4,"00:18:37,407","00:18:40,409",85_4_dev
813,9998,Don’t you point your pants at me!,Emily,6,2,996,8,4,23,"00:11:26,852","00:11:28,436",996_8_train
814,1882,Um-hmm. Oh wait! This is Bonnie.,Phoebe,1,1,187,1,3,24,"00:08:24,170","00:08:27,214",187_1_train
815,4807,"All right well, I guess I gotta go get a job. I’m gonna go see my agent.",Joey,3,2,486,15,6,4,"00:07:01,212","00:07:05,298",486_15_train
816,177,"Wait! Wait! I wanna see this. After I divorce him, half of that kingdom is gonna be mine.",Janice,4,1,17,5,3,7,"00:02:16,052","00:02:21,974",17_5_test
817,4348,What is it sweetie?,Dr. Green,4,1,445,8,8,8,"00:08:33,846","00:08:37,724",445_8_train
818,4084,Dr. Wells is a woman.,Man,1,2,418,4,8,23,"00:17:47,221","00:17:48,972",418_4_train
819,6557,"She's amazing! She makes the women that I dream about look like short, fat, bald men!",Chandler,4,1,652,7,1,6,"00:02:16,970","00:02:20,597",652_7_train
820,5184,"Why, do I have a feeling that’s not as happy as it sounds?  No! Nooooo!!!",Phoebe,2,2,524,15,3,10,"00:08:07,361","00:08:14,868",524_15_train
821,5994,No problem. I cannot wait for you to meet my friends.,Ross,4,1,605,4,1,24,"00:21:42,342","00:21:44,760",605_4_train
822,102,I'm back.,Chandler,0,0,9,5,2,5,"0:02:16,261","0:02:16,903",9_5_train
823,847,"Oh! Right. Umm, maybe that’s because I didn’t send him an invitation.",Chandler,0,0,82,1,7,22,"00:03:11,232","00:03:15,777",82_1_train
824,4871,Chandler!,Monica,1,2,498,3,7,5,"0:07:26,195","0:07:26,757",498_3_train
825,2330,"Ooh, I don’t know. Probably the smell of freshly cut grass.",Tommy,0,0,234,13,3,22,"00:16:31,532","00:16:35,535",234_13_test
826,2539,"How about a hammer, or a small blade?",Dr. Baldhara,0,0,252,10,1,21,"00:14:45,676","00:14:48,469",252_10_train
827,5228,"Yeah, a lot. A lot, a lot!",Monica,0,0,528,2,6,15,"00:17:15,284","00:17:20,288",528_2_train
828,5618,Wow! If only more people knew.,Rachel,1,1,564,10,4,15,"00:13:48,661","00:13:50,829",564_10_train
829,5984,You’re good. You’re good!,Pete,4,1,604,8,3,21,"00:07:40,877","00:07:42,878",604_8_train
830,1220,We’re not even shootin’ them anymore?!!,Joey,1,2,125,17,7,4,"00:14:46,635","00:14:48,720",125_17_test
831,3801,"I saw this movie once where there was a door and no one knew what was behind it, and when they finally got it open millions and millions and millions of bugs came pouring out and they feasted on human flesh.",Joey,5,2,383,1,8,14,"00:09:23,680","00:09:36,360",383_1_train
832,8242,"Yeah, well, now you're kinda not.",Woman,5,2,828,2,1,5,"00:10:48,898","00:10:51,316",828_2_train
833,556,But only in the moment. So do ya wanna kiss again?,Joey,4,1,53,2,6,10,"00:19:53,983","00:20:01,616",53_2_dev
834,370,You’ll,Phoebe,0,0,30,18,6,20,"0:01:00,435","0:01:00,574",30_18_dev
835,1433,"No, I mean happy.",Gary,0,0,145,12,5,21,"0:06:32,155","0:06:33,363",145_12_test
836,9725,He’s talking to the baby.,Rachel,0,0,966,2,8,10,"0:02:01,371","0:02:03,082",966_2_train
837,8995,"Hey! Hold on a minute, hold on a second. Do you think these pearls are nice?",Chandler,6,2,901,0,3,8,"00:06:36,145","00:06:42,401",901_0_train
838,6798,I wrote that out phonetically for you.,Ross,0,0,671,5,9,21,"0:16:21,188","0:16:23,030",671_5_train
839,4021,"If we broke up, and I lost you...",Rachel,2,2,410,17,1,24,"00:19:52,399","00:19:54,358",410_17_train
840,3179,Oh that’s a nickname we were trying out.,Phoebe,0,0,317,4,7,11,"00:03:45,266","00:03:48,060",317_4_train
841,2083,"Oh please, he’ll be with his real family, the twins and little miss new boobs.",Rachel,3,2,208,9,8,24,"00:19:20,314","00:19:25,485",208_9_test
842,4283,"Oh,  that was the blind date that I told you about, she called and switched it to today.",Richard,0,0,438,13,3,13,"00:19:35,674","00:19:42,680",438_13_train
843,6113,Tell me about it!,Nancy,0,0,614,7,5,18,"00:14:59,356","00:15:00,523",614_7_train
844,2561,"Well, it does not ring a bell with me...",Chandler,0,0,258,8,1,21,"00:03:35,882","00:03:39,426",258_8_test
845,5902,"But no, because a doctor won’t be able to help him, it’s just gonna y’know naturally pass through his system in like seven years.",Phoebe,0,0,596,12,6,5,"00:14:29,910","00:14:33,037",596_12_train
846,8378,"A woman named Heldi called and said we were getting married, but that happens everyday.",Chandler,0,0,841,3,6,22,"00:20:00,741","00:20:05,411",841_3_train
847,1206,I respectfully disagree.,Chandler,0,0,123,5,9,17,"00:05:19,140","00:05:21,642",123_5_train
848,6494,"If you wanna give Joey a Christmas present that disrupts the entire building, why not get him something a little bit more subtle, like a wrecking ball, or a phial of small pox to release in the hallway?",Chandler,0,0,647,0,7,19,"00:08:51,322","00:08:58,578",647_0_train
849,6867,You're welcome.,Rachel,0,0,675,5,2,1,"00:21:58,317","00:22:00,234",675_5_train
850,656,Yeah.,Ross,0,0,63,6,8,18,"0:20:01,747","0:20:02,499",63_6_dev
851,1585,"Oh, come on.",Monica,5,2,163,1,8,18,"0:21:18,223","0:21:19,105",163_1_test
852,2633,"But we haven't seen each other since then. Well I land in China, guess who's in charge of the dig.",Ross,1,1,265,0,2,1,"00:04:30,228","00:04:36,942",265_0_test
853,8884,Oh!  Oh by the way?,Rachel,0,0,889,0,8,1,"0:03:04,642","0:03:05,393",889_0_train
854,8589,That’s cool.,Ross,0,0,857,9,5,1,"00:12:22,783","00:12:24,409",857_9_train
855,148,Hey-hey-hey!,Joey,4,1,14,7,6,4,"0:21:37,590","0:21:39,055",14_7_test
856,9543,"I know we're not, but  Frank Medeio and...  Eva Trorro... womba...",Joey,0,0,949,7,9,23,"00:18:25,062","00:18:29,315",949_7_train
857,166,Are you serious—Really?! It’s in such good condition.,Rachel,1,1,15,2,8,7,"00:21:00,842","00:21:04,887",15_2_dev
858,3772,"Oh, uh does anyone know where the Freeman building is?",Ross,0,0,377,2,8,12,"00:05:51,684","00:05:55,187",377_2_train
859,1170,And it,Monica,0,0,113,5,6,2,"00:19:11,525","00:19:14,068",113_5_dev
860,904,Hi!,Rachel,4,1,89,2,4,20,"00:09:34,448","00:09:35,824",89_2_train
861,6418,I notice that you’ve been trusted with a lot of rather important responsibilities.,Mrs. Lynch,0,0,640,7,4,9,"00:06:46,447","00:06:50,492",640_7_train
862,10236,I’d better go. (She goes and sits down in the,Phoebe,0,0,1018,2,8,8,"0:16:28,161","0:16:29,044",1018_2_train
863,4139,"Oh, just had a baby.",Joey,4,1,423,9,1,23,"0:12:02,072","0:12:04,400",423_9_train
864,637,"Look, it's not that big of a deal, so Monica and Chandler are doing it.",Joey,0,0,68,2,5,12,"00:00:06,589","00:00:10,300",68_2_test
865,928,"Excellent hole, Joe.",Chandler,0,0,93,4,4,1,"00:09:22,728","00:09:24,813",93_4_train
866,481,What?,Monica,0,0,45,1,3,17,"00:08:53,658","00:08:55,283",45_1_dev
867,84,You’re right. Maybe I shouldn’t even go on the call back.,Joey,0,0,8,6,7,19,"00:03:33,004","00:03:35,339",8_6_dev
868,5480,That doesn’t lock does it?,Phoebe,0,0,551,9,6,18,"0:16:15,829","0:16:17,789",551_9_train
869,553,Come on in.,Waitress,0,0,52,2,6,24,"00:20:42,741","00:20:45,159",52_2_dev
870,9142,"Chandler, I can't be playing games, Ross is gonna be home soon.",Joey,0,0,913,5,5,10,"0:08:36,599","0:08:40,562",913_5_train
871,8992,Well the moment’s over.,Phoebe,0,0,900,13,3,15,"00:04:53,668","00:04:56,378",900_13_train
872,9365,"Sure!   Yeah! Las Vegas, number one!",Phoebe,4,1,935,10,5,23,"00:16:48,590","00:16:51,884",935_10_train
873,5598,Wait!  Okay!,Rachel,0,0,562,11,5,24,"00:21:24,491","00:21:26,284",562_11_train
874,9019,You are,Monica,0,0,902,4,7,14,"00:14:24,780","00:14:27,448",902_4_train
875,6680,"So what, like people are gonna come in and think, ""Uh-oh, I'm outside again?"" Of course!",Joey,0,0,661,2,1,12,"00:12:06,142","00:12:14,232",661_2_train
876,4142,Oh yeah! With who?,Chandler,1,1,424,1,4,10,"00:09:10,716","00:09:11,841",424_1_train
877,334,I know Monica's worst Thanksgiving.,Rachel,0,0,28,4,5,8,"00:04:19,968","00:04:22,010",28_4_dev
878,1737,"Ah, that’s okay, thanks.",Ross,3,2,174,15,3,15,"00:18:25,270","00:18:28,022",174_15_test
879,3276,Phoebe! You and I have,Ross,0,0,327,3,5,22,"00:18:29,274","00:18:32,235",327_3_train
880,4284,"Did you like her? And I’m just asking as a friend, because I am totally fine with this.",Monica,0,0,438,14,3,13,"00:19:43,932","00:19:50,771",438_14_train
881,4923,I've never loved anybody as much as I love you.,Monica,4,1,503,4,5,24,"00:11:59,885","00:12:05,974",503_4_train
882,224,"no, um, I'm sorry, don't tell me, I don't think either answer would make me feel better.",Phoebe,3,2,21,4,2,4,"00:17:49,443","00:17:55,698",21_4_test
883,721,Come on! The time we were all waiting in line for,Ross,6,2,73,10,4,15,"00:12:07,852","00:12:10,979",73_10_test
884,1874,"Oh no, my dad's a doctor and he would always tell me just horror stories……about ghosts and goblins who totally supported the princess's right to smoke.",Rachel,0,0,187,8,5,18,"00:05:34,042","00:05:49,139",187_8_test
885,6485,"Yeah, I’ll do that. So who gets to be yours?",Phoebe,0,0,646,14,7,6,"0:00:47,472","0:00:49,816",646_14_train
886,10421,"No. No, I just uh, I just loved the way it feels when everybody thinks I own a Porsche.",Joey,4,1,1033,2,6,5,"00:13:25,846","00:13:30,350",1033_2_train
887,7233,YES!!,Joey,4,1,720,16,5,7,"00:10:41,557","00:10:44,809",720_16_train
888,10427,"Hey, Mon, I was just doing the dishes!",Rachel,0,0,1034,0,4,20,"00:04:19,759","00:04:23,595",1034_0_train
889,9757,Here you go.,Joey,0,0,969,6,6,23,"0:09:19,105","0:09:20,903",969_6_train
890,1553,We’re not peeking?,Joey,3,2,158,6,9,1,"00:07:37,206","00:07:39,541",158_6_train
891,4974,No.,Rachel,0,0,506,4,3,16,"00:21:06,515","00:21:07,932",506_4_train
892,7118,"Hey you guys, guess what?",Phoebe,0,0,705,0,5,10,"00:02:21,766","00:02:23,100",705_0_train
893,4634,"Yeah, we wanted to throw you a big surprise and a great shower, and now you don’t have either.",Rachel,3,2,474,7,7,19,"00:19:28,750","00:19:35,173",474_7_train
894,702,It’s only fair!,Rachel,6,2,72,8,8,23,"0:19:31,284","0:19:32,059",72_8_test
895,4730,"Yeah. She—Well, she’s one crazy lady?",Ross,1,1,480,5,8,2,"0:21:31,888","0:21:35,465",480_5_train
896,8640,"...Yeah, they were gross.",Ross,5,2,861,14,1,8,"00:04:47,287","00:04:49,413",861_14_train
897,931,"Hi, sorry I'm late, I couldn't find my bearings.",Phoebe,0,0,86,3,1,8,"00:13:26,514","00:13:29,516",86_3_dev
898,8182,Ohh that’s so sweet!,Elizabeth,4,1,821,9,6,18,"00:10:21,037","00:10:24,873",821_9_train
899,942,Say more things like that.,Rachel,4,1,94,10,4,9,"00:12:10,229","00:12:12,731",94_10_train
900,779,"All right! I’ll try! But if I can’t, you can stay with Chandler and I until you get settled.",Joey,0,0,80,6,4,4,"00:07:11,556","00:07:16,952",80_6_test
901,7921,"I want you to know, it wasn't me who turned you in.",Monica,0,0,797,6,1,21,"00:18:02,414","00:18:05,041",797_6_train
902,5828,Me too! I’m sorry that guy in the subway licked your neck.,Kyle,3,2,590,5,7,5,"00:08:21,542","00:08:28,173",590_5_train
903,107,So I’m gonna go through the hotel and see if there’s any other weddings going on.,Rachel,0,0,11,2,7,24,"0:09:57,431","0:09:59,578",11_2_test
904,9416,I  like to think of myself as the puppet master of the group.,Phoebe,3,2,939,8,9,1,"00:06:12,705","00:06:16,500",939_8_train
905,10463,So how was Joan?,Monica,0,0,1038,2,2,3,"00:00:07,173","00:00:08,173",1038_2_train
906,6186,Right after you left they wheeled her off into delivery.,Rachel,0,0,621,5,8,23,"00:08:59,402","00:09:02,071",621_5_train
907,205,"Yay!! Oh so, you’re not, you’re not mad at us anymore?",Phoebe,4,1,20,2,7,7,"00:11:01,535","00:11:06,164",20_2_train
908,209,You guys were totally right!,Joey,4,1,20,6,7,7,"0:11:05,303","0:11:06,298",20_6_train
909,8244,"Oh, I'm sorry, is that your basket? It's really pretty. Unfortunately, I don't see suds.",Woman,6,2,828,4,1,5,"00:10:55,655","00:11:01,368",828_4_train
910,9861,No. Why?,Joey,0,0,982,8,6,6,"0:11:57,633","0:11:58,426",982_8_train
911,10388,"Well hey, I’ve got a ton of these!",Rachel,4,1,1029,7,7,16,"00:04:18,466","00:04:20,008",1029_7_train
912,8176,"Oh uh, I had trouble remembering everyone’s name, so I-I kinda came up with nicknames.",Ross,0,0,821,3,6,18,"00:09:57,763","00:10:06,271",821_3_train
913,2231,Bing! Ho! And the Bing-ette!,Doug,4,1,222,0,8,11,"00:03:38,593","00:03:41,970",222_0_train
914,1472,I mean you fill some form out once and a while and instead of checking the box that says Ms you check the box that says Mrs.!,Ross,4,1,151,9,6,1,"00:13:06,327","00:13:17,045",151_9_train
915,600,Hi Monica!,Phoebe,4,1,57,3,3,1,"00:01:36,513","00:01:37,846",57_3_dev
916,106,"Yeah, no one talks like that!",Ross,6,2,10,5,5,20,"0:07:10,096","0:07:10,240",10_5_dev
917,708,Does Ralph mumble when you’re not paying attention?,Monica,0,0,67,8,6,19,"00:02:27,772","00:02:34,528",67_8_dev
918,2210,That's it. That's my worse Thanksgiving.,Monica,3,2,219,6,5,8,"00:07:04,006","00:07:05,799",219_6_train
919,9510,"I’m torn, between my integrity and my desire to avoid a beating. But I must be honest, your soap is abysmal.",The Food Critic,5,2,947,6,8,21,"00:09:02,459","00:09:11,426",947_6_train
920,1410,Phoebe why don’t you just call her? You obviously want to.,Monica,0,0,146,2,3,14,"00:11:44,328","00:11:48,790",146_2_train
